id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous,predicted_values,Classification_Success
57212,54268448,(2022 GQ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
55254,3787090,(2017 UK1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
89565,2154275,154275 (2002 SR41),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
54416,3336903,(2006 MV1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
33903,3555675,(2011 BV11),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
76990,54016228,(2020 FM1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
78955,54049769,(2020 OH4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
34109,3465690,(2009 PQ1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
36492,3578830,(2011 SJ16),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
24299,3515692,(2010 GD35),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
79684,3781329,(2017 RF),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
88848,54246199,(2022 CK4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
87020,54209220,(2021 TG13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
56603,3837862,(2019 AT11),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
63209,54006020,(2020 DO4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
80058,3840729,(2019 FB2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
24343,3422251,(2008 OX8),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
83837,54054777,(2020 TN),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
59427,54016228,(2020 FM1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
11175,3255172,(2004 SU26),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
14065,2138971,138971 (2001 CB21),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
59468,54247000,(2022 CH7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
18299,3831735,(2018 TF5),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
70932,3703540,(2015 AC44),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
24208,3378732,(2007 MC4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
24086,3840862,(2019 GF4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
8295,3878589,(2019 TF3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
86290,54195869,(2021 RF10),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4765,54111260,(2021 CZ3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
57987,3841618,(2019 HJ3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
16375,3548527,(2010 TD54),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
47572,54134541,(2021 GN),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
20145,2509456,509456 (2007 LF),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
40922,3617959,(2012 VJ77),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
25949,3471689,(2009 UM1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
30769,3258075,(2004 US1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
33021,3819573,(2018 HH2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
24119,3781002,(2017 QC17),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
12093,54249335,(2022 ET2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
35443,3568308,(2011 ML),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
14148,2267940,267940 (2004 EM20),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
56460,54230079,(2021 XE6),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
58129,2495222,495222 (2013 GU38),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
88763,2420738,420738 (2012 TS),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
47755,2203471,203471 (2002 AU4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4429,3943365,(2019 YC2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
38374,3602065,(2012 FQ62),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
30652,3752771,(2016 JQ5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51231,54087760,(2020 VT3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
47646,3776272,(2017 MN8),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
71506,54248345,(2022 DN1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67312,3715468,(2015 GU),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4053,3736412,(2015 XX169),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
45550,3956451,(2019 YS3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
75970,3989292,(2020 BE13),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
79238,2068347,68347 (2001 KB67),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
48196,3776013,(2017 MC3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
83660,3829484,(2018 RY7),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
4810,54245556,(2022 CR1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
11555,2455588,455588 (2004 RU331),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
27851,3736677,(2015 XA352),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
57804,3843759,(2019 RF),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
7476,54017455,(2020 ME),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
37394,54106310,(2021 BZ),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
66573,54167167,(2021 NO2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
78264,3838787,(2019 DA),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
54121,3740046,(2016 AL165),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
85760,3724242,(2015 OV),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
2689,3092381,(2001 TY44),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
40326,54132514,(2021 FW2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
29261,3478351,(2009 WQ52),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
54116,3114014,(2002 CY9),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
47480,3672910,(2014 KX76),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
21672,3799423,(2018 CQ3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
56899,3838125,(2019 CP1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
81623,54097868,(2020 XG),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
85446,3655732,(2013 YT102),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
80809,2499998,499998 (2011 PT),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
34650,3824091,(2018 JF2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
34744,3748472,(2016 FU12),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
53547,3519453,(2010 JA),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
29657,3752904,(2016 JP15),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
35463,3576729,(2011 OB57),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
86845,54194969,(2021 RG7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
57497,2325102,325102 (2008 EY5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12902,3577945,(2011 RV14),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
7649,54017686,(2020 MZ3),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
642,54265887,(2022 FY2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
76241,3986761,(2020 BJ1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
86827,3827354,(2018 RJ3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
81161,54099604,(2020 VD7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
81563,54100192,(2020 XC5),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
3314,3843572,(2019 QG),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
73559,3465534,(2009 PC),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
37966,3599860,(2012 DS30),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
56911,3837986,(2019 BJ2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
64496,2267131,267131 (2000 EK26),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
89841,54198193,(2021 RV19),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
18626,3883096,(2019 UU7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
998,3710245,(2015 CZ13),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
88310,2418849,418849 (2008 WM64),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
55741,3836268,(2018 WH),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
10425,3825556,(2018 NS),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
38358,54138714,(2021 HG1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
38340,3117430,(2002 EW8),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
29004,54106083,(2021 BA),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
52850,2516803,516803 (2010 JG88),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
89646,3668968,(2014 HN2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
16112,3557955,(2011 DD5),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
2057,3760954,(2016 TG56),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
85435,2303262,303262 (2004 RJ84),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
22904,3344169,(2006 SF77),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
45304,3765647,(2016 XK2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
81647,54098712,(2020 XH2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
22597,3602157,(2012 FC71),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
33577,2004688,4688 (1980 WF),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
28931,3472375,(2009 UY19),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
20045,3704770,(2015 BH92),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
53848,54137505,(2021 GF11),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
38851,3660062,(2014 BU43),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
33540,2313276,313276 (2002 AX1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
39690,3769438,(2017 BG136),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
22511,3422254,(2008 OC9),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
79632,3454894,(2009 FY10),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
82237,3831916,(2018 UQ1),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
36174,3582026,(2011 UA),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
37117,3825168,(2018 LG4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
13500,3653193,(2013 UV3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
29546,2366833,366833 (2005 MC),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
60455,3653697,(2013 VX13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
16608,3719152,(2015 JP),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
58810,2419624,419624 (2010 SO16),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
71313,3746627,(2016 EL156),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
68000,2430439,430439 (2000 LF6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
77291,54016296,(2020 FS2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51482,3766634,(2017 BM3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
5964,3619726,(2012 XF55),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
2618,3582873,(2011 UB131),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
36289,3029456,(2000 AB6),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
51841,54225009,(2021 WH3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
49146,3150194,(2003 DZ15),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
63061,3787099,(2017 US1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
64991,3694466,(2014 UJ57),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
21628,3274165,(2005 EJ169),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
60996,54016672,(2020 HR3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
65568,3843818,(2019 RF2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
27143,3648875,(2013 TF6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
49279,54101343,(2020 YG1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
42990,3753836,(2016 KC4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
31129,3782018,(2017 SB21),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
70150,3564142,(2011 HJ7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
16817,3147542,(2003 BW33),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
66263,54087438,(2020 VW),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
1587,3771633,(2017 FZ2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
8137,3647194,(2013 RV9),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
37697,2333707,333707 (2008 YT30),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
3820,2138175,138175 (2000 EE104),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
27154,54087760,(2020 VT3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
3096,2413820,413820 (2006 QR89),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
24619,3747311,(2016 EJ157),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
54814,54134545,(2021 GR),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
57913,2522684,522684 (2016 JP),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
80798,54055037,(2020 TF1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
2791,3564142,(2011 HJ7),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
51701,3465692,(2009 PU1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
87336,54212935,(2021 UV2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
80802,54076000,(2020 UB4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
75226,2614449,614449 (2009 QB36),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
54172,3827140,(2018 QR1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
46089,3767014,(2017 BB7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
52942,3824081,(2018 JA2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
23096,2526898,526898 (2007 HR),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
74282,3841900,(2019 JD7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
83186,3701712,(2014 XB6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
26403,3736677,(2015 XA352),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
78661,3837524,(2018 YM2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
64751,54016782,(2020 HM7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
43823,3824059,(2018 JL1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
43076,3755193,(2016 NM22),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
34189,3559907,(2011 EW73),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
72975,3843328,(2019 OD),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
83697,54248944,(2022 DX4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
25203,3471518,(2009 TK8),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
25793,3463175,(2009 LW2),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
11526,3761034,(2016 TA57),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
36779,54144918,(2021 JF4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
30976,54256784,(2022 EK6),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
39864,3745029,(2016 EG1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
38549,2141018,141018 (2001 WC47),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
45881,3767935,(2017 BS93),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
88636,54246380,(2022 CV4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
69960,3765027,(2016 VD18),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
9222,2153201,153201 (2000 WO107),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
44092,3769918,(2017 DR36),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
23536,3763424,(2016 VG2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
9064,3174187,(2004 BT58),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
64540,3299947,(2005 VR7),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
74089,3580964,(2011 TO),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
14371,3756918,(2016 PE1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12984,2030825,30825 (1990 TG1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
56047,3183834,(2004 LB),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
62010,3662292,(2014 DJ10),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
5734,2025330,25330 (1999 KV4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
73089,3730571,(2015 TQ237),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
72254,3841843,(2019 JQ5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
30892,2085818,85818 (1998 XM4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
70908,3146499,(2003 AF23),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
9677,3092137,(1995 FJ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
62685,2390522,390522 (1996 GD1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
38231,3771605,(2017 EE23),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
49350,2496005,496005 (2007 XJ16),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
84891,3825179,(2018 LN4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
86471,54195855,(2021 RQ9),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
70464,3554439,(2010 YO),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
6051,54104073,(2021 AC),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
54611,3837996,(2019 BM2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
53502,54087655,(2020 VT1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
79729,3732907,(2015 UW67),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
32040,3545508,(2010 RV11),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
42363,54075997,(2020 UY3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
30498,3514798,(2010 FG81),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
54966,3831218,(2018 TD2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
10754,54171311,(2021 NS8),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
87427,54216381,(2021 VF4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
84830,54144374,(2021 JZ3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67098,3959222,(2019 YA4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
8845,2508908,508908 (2003 YX1),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
16198,3730802,(2015 TT238),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
23165,3761646,(2016 TZ93),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
16926,3736392,(2015 XZ168),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
25331,54017477,(2020 MM),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
79769,2465824,465824 (2010 FR),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
82774,54051321,(2020 QZ3),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
87396,54213624,(2021 UM4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
7550,3831076,(2018 SY2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
28629,3605793,(2012 MP),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
29536,3483647,(2009 YA),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
26519,3558376,(2011 EM11),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
15838,3766594,(2017 BY),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
77189,3878605,(2019 TL4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
41224,2613286,613286 (2005 YQ96),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
75604,3739259,(2016 AJ9),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
43583,3770142,(2017 DS37),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
4773,3785681,(2017 TU1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
62714,3767319,(2017 BP91),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
69615,3732124,(2015 US51),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
56316,3125002,(2002 JD9),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
58833,3836124,(2018 VP5),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
49655,3770988,(2017 EH1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
35217,3566695,(2011 KU15),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
80472,3892775,(2019 VB5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
60512,3879278,(2019 UY1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
86240,54196407,(2021 RS14),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
72897,2153315,153315 (2001 NH6),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
48881,3781302,(2017 QZ34),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
19686,3766177,(2016 YF8),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
21861,3297628,(2005 VK1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
30489,3655738,(2013 YW102),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
46351,54121897,(2021 CS8),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
11703,3412890,(2008 KA6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
18019,3516487,(2010 GN67),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
45421,3304566,(2005 WS3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
42047,3626731,(2013 CL89),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
37439,3748545,(2016 FD15),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51674,3782011,(2017 ST20),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
40668,3584584,(2011 UY275),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67159,3713947,(2015 FB34),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
81364,54088808,(2020 WJ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
86996,54192181,(2021 RE1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
44952,54265880,(2022 FP2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
8496,3716630,(2015 HF9),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
81095,3619480,(2012 XE17),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
88618,2007341,7341 (1991 VK),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
28294,3546703,(2010 SE),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
72323,3840693,(2019 FS),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
50767,3791278,(2017 XZ1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
80590,54065916,(2020 TH6),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
42728,3753622,(2016 KM1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
39530,3607480,(2012 PP17),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
50856,3792439,(2017 XV61),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
89436,3743128,(2016 CA193),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
2995,3837745,(2019 AR7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
6513,3600564,(2012 EP3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
5388,3708945,(2015 BM510),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
74754,2136993,136993 (1998 ST49),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
59267,54053727,(2020 RG),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
73825,3869325,(2019 SR5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19599,3370289,(2007 EY),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
6704,3514959,(2010 GA7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
58531,3638430,(2013 JR22),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
60030,54110695,(2021 CU2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
24890,2612357,612357 (2002 JC9),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51282,2505667,505667 (2014 UV33),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
65855,2302169,302169 (2001 TD45),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
59309,3678630,(2014 OL339),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
248,3709250,(2015 BY512),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
22918,3136735,(2002 SQ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
66061,2427778,427778 (2005 BE),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
11829,3254920,(2004 SD26),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
71609,3758927,(2016 RN1),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
43954,3759772,(2016 SR3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
47200,3774365,(2017 HF49),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
63323,3752900,(2016 JJ12),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
10259,3182822,(2004 KF1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
76895,3329608,(2006 GX2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
27906,3799637,(2018 CW13),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
25612,3646854,(2013 QG17),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
56932,54110047,(2021 BS3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
